time TAmb TDif TRes _block_jacobian_check _block_jacobian_check_tol _block_solver_experimental_mode _cs_rel_tol _cs_solver _cs_step_size _enforce_bounds _events_default_tol _events_tol_factor _iteration_variable_scaling _log_level _nle_solver_check_jac_cond _nle_solver_default_tol _nle_solver_max_iter _nle_solver_min_tol _nle_solver_regularization_tolerance _nle_solver_step_limit_factor _nle_solver_tol_factor _rescale_after_singular_jac _rescale_each_step _residual_equation_scaling _runtime_log_to_file _use_Brent_in_1d _use_jacobian_equilibration and1.u1 and1.u2 and1.y constantVoltage.V constantVoltage.n.v constantVoltage.p.v fixedtemperature2.T ground.p.i heatcapacitor1.C heatcapacitor1.T heatcapacitor1.der(T) heatcapacitor1.der_T heatcapacitor1.port.Q_flow heatingResistor.R heatingResistor.R_ref heatingResistor.T heatingResistor.T_ref heatingResistor.alpha heatingResistor.heatPort.Q_flow heatingResistor.p.i heatingResistor.p.v heatingResistor.useHeatPort heatingResistor.v idealSwitch.Goff idealSwitch.LossPower idealSwitch.Ron idealSwitch.T idealSwitch.control idealSwitch.s idealSwitch.unitCurrent idealSwitch.unitVoltage idealSwitch.useHeatPort idealSwitch.v logicalNot.u onOffController.bandwidth onOffController.pre_y_start onOffController.reference onOffController.u or1.u2 ramp.duration ramp.height ramp.offset ramp.startTime select1.k select2.k temperaturesensor1.port.Q_flow thermalconductor1.G thermalconductor1.dT thermalconductor1.port_a.Q_flow
0.9999999999999999 293.15 2 302.4889183933333 0 1e-06 0 1e-06 0 0.001 0 1e-10 0.0001 1 3 0 1e-10 100 1e-12 -1 10 0.0001 1 0 1 0 0 0 0 1 0 10 0 10 293.15 0 1 302.4889183933333 8.712796191645019 8.712796191645019 8.712796191645019 10.36623209385621 10 293.15 293.15 0.00392156862745098 -9.64668803097835 0.9646697336855302 9.999990353302662 1 9.999990353302662 1e-05 9.305876951827849e-06 1e-05 293.15 0 0.9646697336855302 1 1 0 9.646697337828414e-06 1 2 0 25 29.3389183933333 0 6 25 25 2 0 1 0 0.1 9.338918393333302 0.9338918393333302
1.1 293.15 2 303.3543327285151 0 1e-06 0 1e-06 0 0.001 0 1e-10 0.0001 1 3 0 1e-10 100 1e-12 -1 10 0.0001 1 0 1 0 0 0 0 1 0 10 0 10 293.15 0 1 303.3543327285151 8.594775762407423 8.594775762407423 8.594775762407423 10.40016991092216 10 293.15 293.15 0.00392156862745098 -9.615209035258934 0.9615218280501191 9.99999038478172 1 9.99999038478172 1e-05 9.245242257922658e-06 1e-05 293.15 0 0.9615218280501191 1 1 0 9.615218280245585e-06 1 2 0 25 30.20433272851511 0 6 25 25 2 0 1 0 0.1 10.20433272851511 1.020433272851511
1.2 293.15 2 304.2080244003451 0 1e-06 0 1e-06 0 0.001 0 1e-10 0.0001 1 3 0 1e-10 100 1e-12 -1 10 0.0001 1 0 1 0 0 0 0 1 0 10 0 10 293.15 0 1 304.2080244003451 8.478554647946012 8.478554647946012 8.478554647946012 10.43364801569981 10 293.15 293.15 0.00392156862745098 -9.584357087980525 0.9584366273988212 9.999990415633727 1 9.999990415633727 1e-05 9.186007686520391e-06 1e-05 293.15 0 0.9584366273988212 1 1 0 9.584366273074352e-06 1 2 0 25 31.05802440034512 0 6 25 25 2 0 1 0 0.1 11.05802440034512 1.105802440034512
1.3 293.15 2 305.0501753141982 0 1e-06 0 1e-06 0 0.001 0 1e-10 0.0001 1 3 0 1e-10 100 1e-12 -1 10 0.0001 1 0 1 0 0 0 0 1 0 10 0 10 293.15 0 1 305.0501753141982 8.364098064033923 8.364098064033923 8.364098064033923 10.46667354173326 10 293.15 293.15 0.00392156862745098 -9.554115595453741 0.9554124723583665 9.999990445875277 1 9.999990445875277 1e-05 9.128129923170803e-06 1e-05 293.15 0 0.9554124723583665 1 1 0 9.554124723365476e-06 1 2 0 25 31.90017531419818 0 6 25 25 2 0 1 0 0.1 11.90017531419818 1.190017531419818
1.4 293.15 2 305.880964543095 0 1e-06 0 1e-06 0 0.001 0 1e-10 0.0001 1 3 0 1e-10 100 1e-12 -1 10 0.0001 1 0 1 0 0 0 0 1 0 10 0 10 293.15 0 1 305.880964543095 8.251372061577403 8.251372061577403 8.251372061577403 10.49925351149392 10 293.15 293.15 0.00392156862745098 -9.524468515886911 0.9524477587454242 9.999990475522413 1 9.999990475522413 1e-05 9.071567331020118e-06 1e-05 293.15 0 0.9524477587454242 1 1 0 9.524477587063984e-06 1 2 0 25 32.73096454309507 0 6 25 25 2 0 1 0 0.1 12.73096454309507 1.273096454309507
1.5 293.15 2 306.7005652941703 0 1e-06 0 1e-06 0 0.001 0 1e-10 0.0001 1 3 0 1e-10 100 1e-12 -1 10 0.0001 1 0 1 0 0 0 0 1 0 10 0 10 293.15 0 1 306.7005652941703 8.140343916119951 8.140343916119951 8.140343916119951 10.53139471741845 10 293.15 293.15 0.00392156862745098 -9.495400445536983 0.9495409461817067 9.999990504590539 1 9.999990504590539 1e-05 9.016280084341231e-06 1e-05 293.15 0 0.9495409461817067 1 1 0 9.495409461379722e-06 1 2 0 25 33.55056529417033 0 6 25 25 2 0 1 0 0.1 13.55056529417033 1.355056529417033
1.6 293.15 2 307.5091462376806 0 1e-06 0 1e-06 0 0.001 0 1e-10 0.0001 1 3 0 1e-10 100 1e-12 -1 10 0.0001 1 0 1 0 0 0 0 1 0 10 0 10 293.15 0 1 307.5091462376806 8.030981924940095 8.030981924940095 8.030981924940095 10.56310377402669 10 293.15 293.15 0.00392156862745098 -9.46689654870816 0.9466905510938154 9.99999053309449 1 9.99999053309449 1e-05 8.962229994585731e-06 1e-05 293.15 0 0.9466905510938154 1 1 0 9.466905510180368e-06 1 2 0 25 34.35914623768065 0 6 25 25 2 0 1 0 0.1 14.35914623768065 1.435914623768065
1.7 293.15 2 308.3068725106419 0 1e-06 0 1e-06 0 0.001 0 1e-10 0.0001 1 3 0 1e-10 100 1e-12 -1 10 0.0001 1 0 1 0 0 0 0 1 0 10 0 10 293.15 0 1 308.3068725106419 7.923255250894941 7.923255250894941 7.923255250894941 10.59438715728007 10 293.15 293.15 0.00392156862745098 -9.438942501959131 0.9438951411339506 9.999990561048589 1 9.999990561048589 1e-05 8.909380373959862e-06 1e-05 293.15 0 0.9438951411339506 1 1 0 9.438951410700724e-06 1 2 0 25 35.1568725106419 0 6 25 25 2 0 1 0 0.1 15.1568725106419 1.515687251064191
1.8 293.15 2 309.09390613233 0 1e-06 0 1e-06 0 0.001 0 1e-10 0.0001 1 3 0 1e-10 100 1e-12 -1 10 0.0001 1 0 1 0 0 0 0 1 0 10 0 10 293.15 0 1 309.09390613233 7.817133847755757 7.817133847755757 7.817133847755757 10.62525122087569 10 293.15 293.15 0.00392156862745098 -9.41152446098876 0.9411533318684701 9.999990588466682 1 9.999990588466682 1e-05 8.857695940241486e-06 1e-05 293.15 0 0.9411533318684701 1 1 0 9.411533318015586e-06 1 2 0 25 35.94390613233003 0 6 25 25 2 0 1 0 0.1 15.94390613233003 1.594390613233003
1.900000000000001 293.15 2 309.870406157971 0 1e-06 0 1e-06 0 0.001 0 1e-10 0.0001 1 3 0 1e-10 100 1e-12 -1 10 0.0001 1 0 1 0 0 0 0 1 0 10 0 10 293.15 0 1 309.870406157971 7.712588422164979 7.712588422164979 7.712588422164979 10.65570220227337 10 293.15 293.15 0.00392156862745098 -9.38462903796208 0.9384637845104826 9.999990615362156 1 9.999990615362156 1e-05 8.807142747081007e-06 1e-05 293.15 0 0.9384637845104826 1 1 0 9.384637843723453e-06 1 2 0 25 36.72040615797101 0 6 25 25 2 0 1 0 0.1 16.72040615797101 1.672040615797101
2 293.15 2 310.6365287582282 0 1e-06 0 1e-06 0 0.001 0 1e-10 0.0001 1 3 0 1e-10 100 1e-12 -1 10 0.0001 1 0 1 0 0 0 1 1 1 10 0 10 293.15 0 1 310.6365287582282 -1.748652768988196 -1.748652768988196 -1.748652768988196 10.68574622581287 10 293.15 293.15 0.00392156862745098 -1.068346288835882e-07 9.998931539550394e-05 0.001068460449609119 1 0.001068460449609119 1e-05 0.0009997863193261557 1e-05 293.15 1 9.998931539550393 1 1 0 9.998931539550391 0 2 0 25 37.48652875822825 0 6 25 25 2 0 1 0 0.1 17.48652875822825 1.748652875822825
2.100000000000001 293.15 2 310.4627504096371 0 1e-06 0 1e-06 0 0.001 0 1e-10 0.0001 1 3 0 1e-10 100 1e-12 -1 10 0.0001 1 0 1 0 0 0 1 1 1 10 0 10 293.15 0 1 310.4627504096371 -1.731274934197205 -1.731274934197205 -1.731274934197205 10.67893138861322 10 293.15 293.15 0.00392156862745098 -1.06766509623954e-07 9.998932220888538e-05 0.001067779111462627 1 0.001067779111462627 1e-05 0.0009997864555792298 1e-05 293.15 1 9.998932220888538 1 1 0 9.998932220888538 0 2 0 25.41666666666667 37.31275040963715 0 6 25 25 2 0 1 0 0.1 17.31275040963715 1.731275040963715
2.200000000000001 293.15 2 310.2905405297312 0 1e-06 0 1e-06 0 0.001 0 1e-10 0.0001 1 3 0 1e-10 100 1e-12 -1 10 0.0001 1 0 1 0 0 0 1 1 1 10 0 10 293.15 0 1 310.2905405297312 -1.71405394627412 -1.71405394627412 -1.71405394627412 10.67217805998946 10 293.15 293.15 0.00392156862745098 -1.066990051690024e-07 9.998932896077233e-05 0.001067103922768223 1 0.001067103922768223 1e-05 0.0009997865906025542 1e-05 293.15 1 9.998932896077232 1 1 0 9.998932896077232 0 2 0 25.83333333333334 37.14054052973125 0 6 25 25 2 0 1 0 0.1 17.14054052973125 1.714054052973125
2.300000000000001 293.15 2 310.1199941726504 0 1e-06 0 1e-06 0 0.001 0 1e-10 0.0001 1 3 0 1e-10 100 1e-12 -1 10 0.0001 1 0 1 0 0 0 1 1 1 10 0 10 293.15 0 1 310.1199941726504 -1.696999310632886 -1.696999310632886 -1.696999310632886 10.66548996755492 10 293.15 293.15 0.00392156862745098 -1.066321527794662e-07 9.998933564743791e-05 0.00106643525621023 1 0.00106643525621023 1e-05 0.0009997867243215998 1e-05 293.15 1 9.99893356474379 1 1 0 9.99893356474379 0 2 0 26.25 36.96999417265039 0 6 25 25 2 0 1 0 0.1 16.96999417265039 1.696999417265039
2.400000000000001 293.15 2 309.9511373313579 0 1e-06 0 1e-06 0 0.001 0 1e-10 0.0001 1 3 0 1e-10 100 1e-12 -1 10 0.0001 1 0 1 0 0 0 1 1 1 10 0 10 293.15 0 1 309.9511373313579 -1.680113626569832 -1.680113626569832 -1.680113626569832 10.65886813064149 10 293.15 293.15 0.00392156862745098 -1.065659626448424e-07 9.9989342267863e-05 0.001065773213702729 1 0.001065773213702729 1e-05 0.0009997868567159852 1e-05 293.15 1 9.998934226786298 1 1 0 9.998934226786297 0 2 0 26.66666666666667 36.80113733135795 0 6 25 25 2 0 1 0 0.1 16.80113733135795 1.680113733135795
2.500000000000001 293.15 2 309.7839586669143 0 1e-06 0 1e-06 0 0.001 0 1e-10 0.0001 1 3 0 1e-10 100 1e-12 -1 10 0.0001 1 0 1 0 0 0 1 1 1 10 0 10 293.15 0 1 309.7839586669143 -1.663395760191004 -1.663395760191004 -1.663395760191004 10.65231210458488 10 293.15 293.15 0.00392156862745098 -1.065004303209087e-07 9.99893488224921e-05 0.001065117750791392 1 0.001065117750791392 1e-05 0.0009997869877946001 1e-05 293.15 1 9.998934882249209 1 1 0 9.998934882249209 0 2 0 27.08333333333334 36.63395866691434 0 6 25 25 2 0 1 0 0.1 16.63395866691434 1.663395866691434
2.600000000000001 293.15 2 309.6184428336379 0 1e-06 0 1e-06 0 0.001 0 1e-10 0.0001 1 3 0 1e-10 100 1e-12 -1 10 0.0001 1 0 1 0 0 0 1 1 1 10 0 10 293.15 0 1 309.6184428336379 -1.646844176928244 -1.646844176928244 -1.646844176928244 10.64582128759364 10 293.15 293.15 0.00392156862745098 -1.064355497928301e-07 9.998935531192686e-05 0.001064468807312476 1 0.001064468807312476 1e-05 0.0009997871175694759 1e-05 293.15 1 9.998935531192686 1 1 0 9.998935531192688 0 2 0 27.5 36.46844283363794 0 6 25 25 2 0 1 0 0.1 16.46844283363794 1.646844283363794
